,occurrenceID,basisOfRecord,Preparations (Physical Samples),eventDate,scientificName,kingdom,phylum,class,order,family,genus,specific Epithet (species),taxonRank,identifiedBy,AI Detection Method/Model,Confidence%,Verification Method,Verification Name,dateIdentified,nomenclaturalCode,individualCount,organismQuantity,organismQuantityType,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,verbatimCoordinateSystem,higherGeography,continent,country,countryCode,stateProvince,county,locality,verbatimLocality,occurrenceRemarks,references,Filename/Run
0,Raft-1/Insect/1,MachineObservation,,2024-07-11 18:32:20,Acrididae--,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.303,Human,,2024-07-11,ICZN,1,58,observations,-2.9664563333333334,-60.742545166666666,WGS84,,"-2.96645633333333,-60.7425451666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,414_dd10e6-85c5d/crop_C01_2024-07-11_22-32-20_-2-9664563333333334_-60-742545166666666_CROPNUMBER_14_UUID_414_dd10e6-85c5d.png
1,Raft-3/Insect/1,MachineObservation,,2024-07-12 00:49:20,Aedes--Meigen_1818,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,,Genus,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.2804999999999999,Human,,2024-07-12,ICZN,22,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,1623_a5cb3c-1b15b/crop_C03_2024-07-12_04-49-20_0-0_0-0_CROPNUMBER_4_UUID_1623_a5cb3c-1b15b.png
2,Raft-3/Insect/2,MachineObservation,,2024-07-12 01:07:26,Aedes-aegypti-Linnaeus_1762,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes aegypti,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.396,Human,,2024-07-12,ICZN,2,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1687_8e672e-b1159/crop_C03_2024-07-12_05-07-26_0-0_0-0_CROPNUMBER_0_UUID_1687_8e672e-b1159.png
3,Raft-2/Insect/1,MachineObservation,,2024-07-11 20:13:50,Aeshnidae--,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.312,Human,,2024-07-11,ICZN,2,53,observations,-2.965666333333333,-60.739898,WGS84,,"-2.96566633333333,-60.739898",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,696_6e9e37-89949/crop_C02_2024-07-12_00-13-50_-2-965666333333333_-60-739898_CROPNUMBER_141_UUID_696_6e9e37-89949.png
4,Raft-3/Insect/3,MachineObservation,,2024-07-11 20:29:20,Amyna-stricta-,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amyna,Amyna stricta,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.258,Human,,2024-07-11,ICZN,1,144,observations,-2.966061333333333,-60.73733466666667,WGS84,,"-2.96606133333333,-60.7373346666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,703_cff309-e2e19/crop_C03_2024-07-12_00-29-20_-2-966061333333333_-60-73733466666667_CROPNUMBER_186_UUID_703_cff309-e2e19.png
5,Raft-3/Insect/4,MachineObservation,,2024-07-11 20:57:35,Aphididae--,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.562,Human,,2024-07-11,ICZN,38,144,observations,-2.9660753333333334,-60.73741716666667,WGS84,,"-2.96607533333333,-60.7374171666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,803_37f5b5-eea24/crop_C03_2024-07-12_00-57-35_-2-9660753333333334_-60-73741716666667_CROPNUMBER_74_UUID_803_37f5b5-eea24.png
6,Raft-2/Insect/2,MachineObservation,,2024-07-11 21:16:24,Apidae--,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.387,Human,,2024-07-11,ICZN,3,53,observations,-2.965673333333333,-60.73988533333333,WGS84,,"-2.96567333333333,-60.7398853333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2]",,920_84ba15-e914c/crop_C02_2024-07-12_01-16-24_-2-965673333333333_-60-73988533333333_CROPNUMBER_34_UUID_920_84ba15-e914c.png
7,Raft-3/Insect/5,MachineObservation,,2024-07-11 22:21:21,Apoica-gelida-Vecht_1972,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Apoica,Apoica gelida,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.273,Human,,2024-07-11,ICZN,1,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1099_52cac5-c0642/crop_C03_2024-07-12_02-21-21_0-0_0-0_CROPNUMBER_24_UUID_1099_52cac5-c0642.png
8,Raft-3/Insect/6,MachineObservation,,2024-07-11 21:39:12,Arawacus-melibaeus-,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Arawacus,Arawacus melibaeus,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.283,Human,,2024-07-11,ICZN,2,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,950_e45aec-379fa/crop_C03_2024-07-12_01-39-12_0-0_0-0_CROPNUMBER_1_UUID_950_e45aec-379fa.png
9,Raft-3/Insect/7,MachineObservation,,2024-07-11 19:02:23,Ascalaphidae--,Animalia,Arthropoda,Insecta,Neuroptera,Ascalaphidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.398,Human,,2024-07-11,ICZN,2,144,observations,-2.9659866666666668,-60.73752016666667,WGS84,,"-2.96598666666667,-60.7375201666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,395_6b164b-0c622/crop_C03_2024-07-11_23-02-23_-2-9659866666666668_-60-73752016666667_CROPNUMBER_67_UUID_395_6b164b-0c622.png
10,Raft-2/Insect/3,MachineObservation,,2024-07-11 23:36:10,Ascalorphne-macrocerca-Burmeister_1839,Animalia,Arthropoda,Insecta,Neuroptera,Ascalaphidae,Ascalorphne,Ascalorphne macrocerca,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.359,Human,,2024-07-11,ICZN,4,53,observations,-2.965659,-60.73990516666667,WGS84,,"-2.965659,-60.7399051666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1420_81e1bb-309d5/crop_C02_2024-07-12_03-36-10_-2-965659_-60-73990516666667_CROPNUMBER_60_UUID_1420_81e1bb-309d5.png
11,Raft-3/Insect/8,MachineObservation,,2024-07-11 19:35:43,Atractocerus-brasiliensis-Lepeletier__AudinetServille_1825,Animalia,Arthropoda,Insecta,Coleoptera,Lymexylidae,Atractocerus,Atractocerus brasiliensis,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.418,Human,,2024-07-11,ICZN,2,144,observations,-2.9660458333333333,-60.7373935,WGS84,,"-2.96604583333333,-60.7373935",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,513_ba7cfb-f9a31/crop_C03_2024-07-11_23-35-43_-2-9660458333333333_-60-7373935_CROPNUMBER_217_UUID_513_ba7cfb-f9a31.png
12,Raft-3/Insect/9,MachineObservation,,2024-07-11 21:56:29,Austroleon-immitis-Walker_1853,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,Austroleon,Austroleon immitis,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.338,Human,,2024-07-11,ICZN,9,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1011_6658e8-74620/crop_C03_2024-07-12_01-56-29_0-0_0-0_CROPNUMBER_154_UUID_1011_6658e8-74620.png
13,Raft-2/Insect/4,MachineObservation,,2024-07-11 18:51:40,Belonuchus-rufipennis-Fabricius_1801,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Belonuchus,Belonuchus rufipennis,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.293,Human,,2024-07-11,ICZN,1,53,observations,-2.965672,-60.7398925,WGS84,,"-2.965672,-60.7398925",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,401_fde7db-d7225/crop_C02_2024-07-11_22-51-40_-2-965672_-60-7398925_CROPNUMBER_207_UUID_401_fde7db-d7225.png
14,Raft-1/Insect/2,MachineObservation,,2024-07-11 22:18:52,Bibio-superfluus-Schiner_1868,Animalia,Arthropoda,Insecta,Diptera,Bibionidae,Bibio,Bibio superfluus,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.266,Human,,2024-07-11,ICZN,1,58,observations,-2.9664295000000003,-60.74255733333333,WGS84,,"-2.9664295,-60.7425573333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1223_1e55c5-a4983/crop_C01_2024-07-12_02-18-52_-2-9664295000000003_-60-74255733333333_CROPNUMBER_41_UUID_1223_1e55c5-a4983.png
15,Raft-3/Insect/10,MachineObservation,,2024-07-12 03:05:53,Blattella-germanica-Linnaeus_1767,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Blattella,Blattella germanica,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.559,Human,,2024-07-12,ICZN,32,144,observations,-2.9661885,-60.73724216666667,WGS84,,"-2.9661885,-60.7372421666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,2106_8fb7d4-f91f7/crop_C03_2024-07-12_07-05-53_-2-9661885_-60-73724216666667_CROPNUMBER_29_UUID_2106_8fb7d4-f91f7.png
16,Raft-3/Insect/11,MachineObservation,,2024-07-11 20:59:17,Brachymyrmex--Mayr_1868,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Brachymyrmex,,Genus,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.3666666666666667,Human,,2024-07-11,ICZN,1,144,observations,-2.9661046666666664,-60.73739483333333,WGS84,,"-2.96610466666667,-60.7373948333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,809_2f5f10-7cdfc/crop_C03_2024-07-12_00-59-17_-2-9661046666666664_-60-73739483333333_CROPNUMBER_0_UUID_809_2f5f10-7cdfc.png
17,Raft-2/Insect/5,MachineObservation,,2024-07-11 19:20:40,Brentus-anchorago-Linnaeus_1758,Animalia,Arthropoda,Insecta,Coleoptera,Brentidae,Brentus,Brentus anchorago,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.316,Human,,2024-07-11,ICZN,1,53,observations,-2.9657131666666667,-60.7399095,WGS84,,"-2.96571316666667,-60.7399095",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,505_a2c426-bf0f9/crop_C02_2024-07-11_23-20-40_-2-9657131666666667_-60-7399095_CROPNUMBER_6_UUID_505_a2c426-bf0f9.png
18,Raft-1/Insect/3,MachineObservation,,2024-07-11 18:36:15,Carabidae--,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.264,Human,,2024-07-11,ICZN,1,58,observations,-2.9664495,-60.742549333333336,WGS84,,"-2.9664495,-60.7425493333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,428_faa436-2b8d1/crop_C01_2024-07-11_22-36-15_-2-9664495_-60-742549333333336_CROPNUMBER_30_UUID_428_faa436-2b8d1.png
19,Raft-1/Insect/4,MachineObservation,,2024-07-11 20:39:48,Cerambycidae--,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.73,Human,,2024-07-11,ICZN,5,58,observations,-2.966443,-60.74256366666667,WGS84,,"-2.966443,-60.7425636666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,869_5dac3a-e0814/crop_C01_2024-07-12_00-39-48_-2-966443_-60-74256366666667_CROPNUMBER_65_UUID_869_5dac3a-e0814.png
20,Raft-3/Insect/12,MachineObservation,,2024-07-12 00:19:23,Chrysomelidae--,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.441,Human,,2024-07-12,ICZN,5,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,1517_70d362-37049/crop_C03_2024-07-12_04-19-23_0-0_0-0_CROPNUMBER_2_UUID_1517_70d362-37049.png
21,Raft-1/Insect/5,MachineObservation,,2024-07-11 18:33:11,Cicadellidae--,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.42575,Human,,2024-07-11,ICZN,356,58,observations,-2.9664515,-60.74256166666667,WGS84,,"-2.9664515,-60.7425616666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,417_2dedb2-18e98/crop_C01_2024-07-11_22-33-11_-2-9664515_-60-74256166666667_CROPNUMBER_19_UUID_417_2dedb2-18e98.png
22,Raft-3/Insect/13,MachineObservation,,2024-07-11 22:23:20,Cicindela-trifasciata-Fabricius_1781,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,Cicindela trifasciata,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.279,Human,,2024-07-11,ICZN,1,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1106_ad74bf-2b2b7/crop_C03_2024-07-12_02-23-20_0-0_0-0_CROPNUMBER_111_UUID_1106_ad74bf-2b2b7.png
23,Raft-2/Insect/6,MachineObservation,,2024-07-11 21:49:27,Cimex-lectularius-Linnaeus_1758,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Cimex lectularius,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.5760000000000001,Human,,2024-07-11,ICZN,58,53,observations,-2.9656815,-60.7398935,WGS84,,"-2.9656815,-60.7398935",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,1038_6aaf84-0c563/crop_C02_2024-07-12_01-49-27_-2-9656815_-60-7398935_CROPNUMBER_21_UUID_1038_6aaf84-0c563.png
24,Raft-3/Insect/14,MachineObservation,,2024-07-11 22:04:07,Cissites-maculata-Swederus_1787,Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Cissites,Cissites maculata,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.344,Human,,2024-07-11,ICZN,1,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1038_1bfd37-18f29/crop_C03_2024-07-12_02-04-07_0-0_0-0_CROPNUMBER_24_UUID_1038_1bfd37-18f29.png
25,Raft-3/Insect/15,MachineObservation,,2024-07-11 21:36:05,Clogmia-albipunctatus-Williston_1893,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Clogmia,Clogmia albipunctatus,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.898,Human,,2024-07-11,ICZN,12,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,939_65aa8e-9e57e/crop_C03_2024-07-12_01-36-05_0-0_0-0_CROPNUMBER_0_UUID_939_65aa8e-9e57e.png
26,Raft-3/Insect/16,MachineObservation,,2024-07-11 19:08:18,Coenagrionidae--,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.336,Human,,2024-07-11,ICZN,2,144,observations,-2.9661056666666665,-60.737323833333335,WGS84,,"-2.96610566666667,-60.7373238333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 3]",,416_5242f6-5d3bb/crop_C03_2024-07-11_23-08-18_-2-9661056666666665_-60-737323833333335_CROPNUMBER_67_UUID_416_5242f6-5d3bb.png
27,Raft-1/Insect/6,MachineObservation,,2024-07-11 18:42:06,Coleoptera--,Animalia,Arthropoda,Insecta,Coleoptera,,,,Order,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.27775,Human,,2024-07-11,ICZN,205,58,observations,-2.966484,-60.742570666666666,WGS84,,"-2.966484,-60.7425706666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,449_403ce6-73fb9/crop_C01_2024-07-11_22-42-06_-2-966484_-60-742570666666666_CROPNUMBER_96_UUID_449_403ce6-73fb9.png
28,Raft-3/Insect/17,MachineObservation,,2024-07-12 02:46:22,Condylorrhiza-vestigialis-Guene_1854,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Condylorrhiza,Condylorrhiza vestigialis,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.5025,Human,,2024-07-12,ICZN,5,144,observations,-2.9661211666666665,-60.73725866666667,WGS84,,"-2.96612116666667,-60.7372586666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,2037_fb0629-5448d/crop_C03_2024-07-12_06-46-22_-2-9661211666666665_-60-73725866666667_CROPNUMBER_5_UUID_2037_fb0629-5448d.png
29,Raft-3/Insect/18,MachineObservation,,2024-07-11 19:02:40,Condylostylus--Bigot_1859,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Condylostylus,,Genus,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.338,Human,,2024-07-11,ICZN,1,144,observations,-2.9659946666666666,-60.73748066666667,WGS84,,"-2.96599466666667,-60.7374806666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,396_aeb9f5-63734/crop_C03_2024-07-11_23-02-40_-2-9659946666666666_-60-73748066666667_CROPNUMBER_1_UUID_396_aeb9f5-63734.png
30,Raft-3/Insect/19,MachineObservation,,2024-07-12 06:35:56,Crambidae--,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.2976666666666667,Human,,2024-07-12,ICZN,27,144,observations,-2.965727833333333,-60.7374645,WGS84,,"-2.96572783333333,-60.7374645",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,2849_27bbaa-74318/crop_C03_2024-07-12_10-35-56_-2-9657278333333332_-60-7374645_CROPNUMBER_2_UUID_2849_27bbaa-74318.png
31,Raft-3/Insect/20,MachineObservation,,2024-07-12 04:45:42,Crambodes-talidiformis-Guene_1852,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Crambodes,Crambodes talidiformis,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.3781428571428571,Human,,2024-07-12,ICZN,4,144,observations,-2.9661395,-60.737382833333335,WGS84,,"-2.9661395,-60.7373828333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,2459_318b4e-d78ce/crop_C03_2024-07-12_08-45-42_-2-9661395_-60-737382833333335_CROPNUMBER_17_UUID_2459_318b4e-d78ce.png
32,Raft-3/Insect/21,MachineObservation,,2024-07-11 18:51:58,Ctenolepisma-longicaudatum-Escherich_1905,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Ctenolepisma,Ctenolepisma longicaudatum,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.477,Human,,2024-07-11,ICZN,5,144,observations,-2.9659891666666667,-60.737634666666665,WGS84,,"-2.96598916666667,-60.7376346666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,358_b83fa1-bd7b9/crop_C03_2024-07-11_22-51-58_-2-9659891666666667_-60-737634666666665_CROPNUMBER_107_UUID_358_b83fa1-bd7b9.png
33,Raft-1/Insect/7,MachineObservation,,2024-07-11 20:33:36,Culex-quinquefasciatus-Say_1823,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex quinquefasciatus,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.43,Human,,2024-07-11,ICZN,14,58,observations,-2.966429333333333,-60.74252933333333,WGS84,,"-2.96642933333333,-60.7425293333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,847_407ed7-1bd7a/crop_C01_2024-07-12_00-33-36_-2-966429333333333_-60-74252933333333_CROPNUMBER_66_UUID_847_407ed7-1bd7a.png
34,Raft-1/Insect/8,MachineObservation,,2024-07-11 20:32:45,Culicidae--,Animalia,Arthropoda,Insecta,Diptera,Culicidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.477,Human,,2024-07-11,ICZN,104,58,observations,-2.966409,-60.742525666666666,WGS84,,"-2.966409,-60.7425256666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,844_99df3e-9164f/crop_C01_2024-07-12_00-32-45_-2-966409_-60-742525666666666_CROPNUMBER_79_UUID_844_99df3e-9164f.png
35,Raft-2/Insect/7,MachineObservation,,2024-07-11 22:17:57,Cyclocephala--Dejean_1821,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cyclocephala,,Genus,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.355,Human,,2024-07-11,ICZN,5,53,observations,-2.965648333333333,-60.73989933333333,WGS84,,"-2.96564833333333,-60.7398993333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1140_14d408-5bfb1/crop_C02_2024-07-12_02-17-57_-2-965648333333333_-60-739899333333334_CROPNUMBER_18_UUID_1140_14d408-5bfb1.png
